Timestamp,Current_A,Voltage_V,SOC_EKF_%,SOC_CC_%,SOC_ECM_OCV_%
2025-07-03 14:06:50.000,0.1105,137.932197570801,99.63567929884543,99.63541314820634,99.63567931362988
2025-07-03 14:06:51.000,0.182666666666667,137.933502197266,99.63760869863344,99.63529233691885,99.63931816122515
2025-07-03 14:06:51.500,0.242,137.916397094727,99.63607779783331,99.63521231046383,99.63412835932996
2025-07-03 14:06:52.500,0.560666666666667,137.910400390625,99.63921610348174,99.63484149917635,99.64482054731899
2025-07-03 14:06:53.500,0.286,137.89860534668,99.63505076153699,99.6346523457372,99.62824865897812
2025-07-03 14:06:54.000,0.2505,137.910903930664,99.63401793364145,99.63456950843562,99.63234505269016
2025-07-03 14:06:54.500,0.2025,137.917495727539,99.63373570274732,99.6345025441499,99.63335202564804
2025-07-03 14:06:55.000,0.18025,137.91960144043,99.63357846324894,99.63444293766841,99.6334035593064
2025-07-03 14:06:55.500,0.1755,137.920104980469,99.63349795017919,99.63438490195414,99.6334575950237
2025-07-03 14:06:56.500,0.185,137.918106079102,99.63324224570023,99.63426254745677,99.63300281189653
2025-07-03 14:06:57.000,0.1834,137.91934967041,99.6333025950173,99.63420189930862,99.63352002291876
2025-07-03 14:06:57.500,0.18325,137.919692993164,99.63340292330672,99.63414130076366,99.6336922328722
2025-07-03 14:06:58.000,0.18,137.918701171875,99.63326898161685,99.63408177695413,99.63313515911528
2025-07-03 14:06:58.500,0.182,137.918899536133,99.63325211413381,99.63402159176894,99.63333002408325
2025-07-03 14:06:59.000,0.179,137.918792724609,99.63318832172618,99.63396239864726,99.63318004859532
2025-07-03 14:06:59.500,0.18,137.918395996094,99.63310601364248,99.63390287483773,99.63306502601128
2025-07-03 14:07:00.000,0.178666666666667,137.919204711914,99.63317113383509,99.63384379194531,99.63339458348162
2025-07-03 14:07:00.500,0.180333333333333,137.918502807617,99.6331321704264,99.6337841579065,99.63316936035831
2025-07-03 14:07:01.000,0.18,137.919692993164,99.63330076928347,99.63372463409699,99.63371121998712
2025-07-03 14:07:01.500,0.178333333333333,137.918106079102,99.6331373514828,99.63366566143385,99.63294942008842
2025-07-03 14:07:02.000,0.178333333333333,137.917694091797,99.63297327282355,99.63360668877071,99.6327841449508
2025-07-03 14:07:02.500,0.18,137.918395996094,99.63301181444328,99.63354716496119,99.63318827991418
2025-07-03 14:07:03.500,0.1795,137.918251037598,99.63298169448161,99.63342844802997,99.63314102000467
2025-07-03 14:07:04.000,0.179,137.917999267578,99.63295944713646,99.63336925490827,99.63302590698798
2025-07-03 14:07:04.500,0.180666666666667,137.91780090332,99.63294424356015,99.6333095106402,99.63302438157932
2025-07-03 14:07:05.000,0.1815,137.917999267578,99.6329850565738,99.63324949079893,99.63316650099557
2025-07-03 14:07:05.500,0.1814,137.917297363281,99.6329036799382,99.63318950402645,99.63286518605601
2025-07-03 14:07:06.000,0.18275,137.917297363281,99.63287750543718,99.63312907082538,99.632939162839
2025-07-03 14:07:06.500,0.181,137.916000366211,99.63263333406437,99.63306921632802,99.63230159047079
2025-07-03 14:07:07.000,0.181,137.917098999023,99.63265883345981,99.63300936183067,99.63281246451626
2025-07-03 14:07:07.500,0.182666666666667,137.916107177734,99.63254649306161,99.63294895618694,99.63245301088888
2025-07-03 14:07:08.000,0.184,137.916305541992,99.63253166407537,99.6328881096261,99.63261449782347
2025-07-03 14:07:09.000,0.183666666666667,137.91650390625,99.63252207699081,99.63276663696296,99.63272336780943
2025-07-03 14:07:10.000,0.187,137.917098999023,99.63267138731653,99.63264295971427,99.63316236478717
2025-07-03 14:07:10.500,0.187,137.915893554688,99.63261939875674,99.63258112108993,99.63263712112689
2025-07-03 14:07:11.000,0.186,137.915603637695,99.63253058736667,99.63251961315342,99.63248145038439
2025-07-03 14:07:11.500,0.185,137.916000366211,99.63252813667111,99.63245843590475,99.63263384202544
2025-07-03 14:07:12.500,0.1875,137.916900634766,99.63267877038128,99.63233442796825,99.63317292072628
2025-07-03 14:07:13.000,0.187,137.916107177734,99.63268617880388,99.6322725893439,99.6328108054655
2025-07-03 14:07:13.500,0.184333333333333,137.915496826172,99.63255930878006,99.63221163255378,99.63244066091436
2025-07-03 14:07:14.000,0.1855,137.915946960449,99.63257206544456,99.63215028996119,99.63270546452193
2025-07-03 14:07:15.000,0.186,137.91455078125,99.63233399626078,99.63202727408817,99.63212694870437
2025-07-03 14:07:15.500,0.1845,137.915405273438,99.63234059776191,99.63196626218341,99.63246230202822
2025-07-03 14:07:16.000,0.185,137.91650390625,99.63253311347219,99.63190508493473,99.63298983262077
2025-07-03 14:07:16.500,0.183,137.91520690918,99.63242421416561,99.63184456906171,99.63233710125999
2025-07-03 14:07:17.500,0.186,137.915298461914,99.63238228219426,99.6317215531887,99.63252821751533
2025-07-03 14:07:18.000,0.185,137.915298461914,99.63238474337004,99.63166037594002,99.63249930490032
2025-07-03 14:07:19.500,0.187,137.914245605469,99.63218028075333,99.631474860067,99.63214619646843
2025-07-03 14:07:20.500,0.1825,137.913604736328,99.63192907541767,99.63135415900881,99.63169429958403
2025-07-03 14:07:21.000,0.18775,137.914794921875,99.63207805891815,99.6312920723686,99.63245793503671
2025-07-03 14:07:21.500,0.186666666666667,137.91389465332,99.63201764627027,99.63123034397353,99.63202001495821
2025-07-03 14:07:22.000,0.1845,137.914306640625,99.63201722011193,99.63116933206877,99.63212630962593
2025-07-03 14:07:22.500,0.18425,137.914352416992,99.63202440813049,99.63110840283596,99.6321470726972
