Capacity (mAh),Voltage (V)
1285.2233676975943,3.7146529562982007
1292.0962199312714,3.7146529562982007
1298.9690721649483,3.7082262210796917
1305.8419243986255,3.7082262210796917
1312.7147766323023,3.7082262210796917
1319.5876288659792,3.7082262210796917
1326.4604810996564,3.7082262210796917
1333.3333333333333,3.7017994858611827
1340.2061855670102,3.7017994858611827
1347.0790378006873,3.6953727506426737
1353.9518900343642,3.6953727506426737
1360.824742268041,3.6953727506426737
1367.6975945017182,3.6953727506426737
1374.570446735395,3.6889460154241647
1381.443298969072,3.6889460154241647
1388.316151202749,3.6825192802056557
1395.189003436426,3.6825192802056557
1402.0618556701031,3.6825192802056557
1408.93470790378,3.6825192802056557
1415.807560137457,3.6825192802056557
1422.680412371134,3.6760925449871467
1429.553264604811,3.6760925449871467
1436.4261168384878,3.6696658097686377
1443.298969072165,3.6696658097686377
1450.1718213058418,3.6696658097686377
1457.0446735395187,3.6696658097686377
1463.9175257731958,3.6696658097686377
1470.7903780068727,3.6632390745501286
1477.6632302405496,3.6632390745501286
1484.5360824742268,3.6568123393316196
1491.4089347079037,3.6568123393316196
1498.2817869415805,3.6568123393316196
1505.1546391752577,3.6568123393316196
1512.0274914089346,3.6503856041131106
1518.9003436426117,3.6503856041131106
1525.7731958762886,3.6503856041131106
1532.6460481099655,3.6439588688946016
1539.5189003436426,3.6439588688946016
1546.3917525773195,3.6439588688946016
1553.2646048109964,3.6439588688946016
1560.1374570446735,3.6375321336760926
1567.0103092783504,3.6311053984575836
1573.8831615120273,3.6311053984575836
1580.7560137457044,3.6311053984575836
1587.6288659793813,3.6311053984575836
1594.5017182130582,3.6246786632390746
1601.3745704467353,3.6246786632390746
1608.2474226804122,3.6182519280205656
1615.1202749140894,3.6182519280205656
1621.9931271477662,3.6182519280205656
1628.8659793814431,3.6182519280205656
1635.7388316151203,3.6118251928020566
1642.6116838487972,3.6118251928020566
1649.484536082474,3.6053984575835476
1656.3573883161512,3.6053984575835476
1663.230240549828,3.6053984575835476
1670.103092783505,3.6053984575835476
1676.975945017182,3.5989717223650386
1683.848797250859,3.5989717223650386
1690.7216494845359,3.5925449871465296
1697.594501718213,3.5925449871465296
1704.46735395189,3.5925449871465296
1711.340206185567,3.5925449871465296
1718.213058419244,3.5861182519280206
1725.0859106529208,3.5861182519280206
1731.958762886598,3.5796915167095116
1738.8316151202748,3.5796915167095116
1745.7044673539517,3.5796915167095116
1752.5773195876288,3.5796915167095116
1759.4501718213057,3.5732647814910026
1766.3230240549826,3.5732647814910026
1773.1958762886597,3.5668380462724936
1780.0687285223366,3.5668380462724936
1786.9415807560135,3.5668380462724936
1793.8144329896907,3.5668380462724936
1800.6872852233676,3.5604113110539846
1807.5601374570444,3.5604113110539846
1814.4329896907216,3.5539845758354756
1821.3058419243985,3.5539845758354756
1828.1786941580756,3.5539845758354756
1835.0515463917525,3.5539845758354756
1841.9243986254294,3.5539845758354756
1848.7972508591065,3.5539845758354756
1855.6701030927834,3.5475578406169666
1862.5429553264603,3.5475578406169666
1869.4158075601374,3.5411311053984575
1876.2886597938143,3.5411311053984575
1883.1615120274912,3.5411311053984575
1890.0343642611683,3.5411311053984575
1896.9072164948452,3.5347043701799485
1903.780068728522,3.5347043701799485
1910.6529209621992,3.5282776349614395
1917.5257731958761,3.5282776349614395
1924.3986254295532,3.5282776349614395
1931.2714776632301,3.5282776349614395
1938.144329896907,3.5218508997429305
1945.0171821305842,3.5218508997429305
1951.890034364261,3.5154241645244215
1958.762886597938,3.5154241645244215
1965.635738831615,3.5154241645244215
1972.508591065292,3.5154241645244215
1979.3814432989689,3.5154241645244215
1986.254295532646,3.5089974293059125
1993.1271477663229,3.5025706940874035
1999.9999999999998,3.5025706940874035
2006.872852233677,3.5025706940874035
2013.7457044673538,3.5025706940874035
2020.618556701031,3.5025706940874035
2027.4914089347078,3.4961439588688945
2034.3642611683847,3.4897172236503855
2041.2371134020618,3.4897172236503855
2048.1099656357387,3.4897172236503855
2054.9828178694156,3.4897172236503855
2061.8556701030925,3.4897172236503855
2068.7285223367694,3.4832904884318765
2075.6013745704468,3.4832904884318765
2082.4742268041236,3.4768637532133675
2089.3470790378005,3.4768637532133675
2096.2199312714774,3.4768637532133675
2103.0927835051543,3.4768637532133675
2109.9656357388317,3.4768637532133675
2116.8384879725086,3.470437017994859
2123.7113402061855,3.470437017994859
2130.5841924398624,3.470437017994859
2137.4570446735393,3.46401028277635
2144.329896907216,3.46401028277635
2151.2027491408935,3.46401028277635
2158.0756013745704,3.46401028277635
2164.9484536082473,3.457583547557841
2171.821305841924,3.457583547557841
2178.694158075601,3.451156812339332
2185.5670103092784,3.451156812339332
2192.4398625429553,3.451156812339332
2199.312714776632,3.451156812339332
2206.185567010309,3.451156812339332
2213.058419243986,3.444730077120823
2219.931271477663,3.438303341902314
2226.8041237113403,3.438303341902314
2233.676975945017,3.438303341902314
2240.549828178694,3.438303341902314
2247.422680412371,3.438303341902314
2254.295532646048,3.431876606683805
2261.1683848797247,3.425449871465296
2268.041237113402,3.425449871465296
2274.914089347079,3.425449871465296
2281.786941580756,3.425449871465296
2288.6597938144328,3.425449871465296
2295.5326460481097,3.419023136246787
2302.405498281787,3.419023136246787
2309.278350515464,3.412596401028278
2316.151202749141,3.412596401028278
2323.0240549828177,3.412596401028278
2329.8969072164946,3.412596401028278
2336.7697594501715,3.406169665809769
2343.642611683849,3.406169665809769
2350.5154639175257,3.39974293059126
2357.3883161512026,3.39974293059126
2364.2611683848795,3.39974293059126
2371.1340206185564,3.39974293059126
2378.0068728522333,3.393316195372751
2384.8797250859106,3.393316195372751
2391.7525773195875,3.386889460154242
2398.6254295532644,3.386889460154242
2405.4982817869413,3.386889460154242
2412.3711340206182,3.386889460154242
2419.2439862542956,3.380462724935733
2426.1168384879725,3.380462724935733
2432.9896907216494,3.374035989717224
2439.8625429553263,3.374035989717224
2446.735395189003,3.374035989717224
2453.60824742268,3.367609254498715
2460.4810996563574,3.367609254498715
2467.3539518900343,3.361182519280206
2474.226804123711,3.361182519280206
2481.099656357388,3.361182519280206
2487.972508591065,3.361182519280206
2494.8453608247423,3.354755784061697
2501.718213058419,3.348329048843188
2508.591065292096,3.348329048843188
2515.463917525773,3.348329048843188
2522.33676975945,3.348329048843188
2529.209621993127,3.341902313624679
2536.082474226804,3.33547557840617
2542.955326460481,3.33547557840617
2549.828178694158,3.33547557840617
2556.701030927835,3.329048843187661
2563.5738831615117,3.329048843187661
2570.4467353951886,3.322622107969152
2577.319587628866,3.322622107969152
2584.192439862543,3.322622107969152
2591.0652920962198,3.316195372750643
2597.9381443298967,3.316195372750643
2604.8109965635736,3.309768637532134
2611.683848797251,3.309768637532134
2618.556701030928,3.303341902313625
2625.4295532646047,3.303341902313625
2632.3024054982816,3.296915167095116
2639.1752577319585,3.296915167095116
2646.0481099656354,3.290488431876607
2652.9209621993127,3.290488431876607
2659.7938144329896,3.2840616966580978
2666.6666666666665,3.2840616966580978
2673.5395189003434,3.2776349614395888
2680.4123711340203,3.2712082262210798
2687.285223367697,3.2712082262210798
2694.1580756013745,3.2712082262210798
2701.0309278350514,3.2647814910025708
2707.9037800687283,3.2583547557840618
2714.7766323024052,3.2583547557840618
2721.649484536082,3.2519280205655527
2728.5223367697595,3.2519280205655527
2735.3951890034364,3.2455012853470437
2742.2680412371133,3.2455012853470437
2749.14089347079,3.2390745501285347
2756.013745704467,3.2326478149100257
2762.886597938144,3.2326478149100257
2769.7594501718213,3.2326478149100257
2776.632302405498,3.2262210796915167
2783.505154639175,3.2197943444730077
2790.378006872852,3.2197943444730077
2797.250859106529,3.2133676092544987
2804.1237113402062,3.2069408740359897
2810.996563573883,3.2069408740359897
2817.86941580756,3.2005141388174807
2824.742268041237,3.1940874035989717
2831.615120274914,3.1940874035989717
2838.4879725085907,3.1876606683804627
2845.360824742268,3.1876606683804627
2852.233676975945,3.1812339331619537
2859.106529209622,3.1812339331619537
2865.9793814432987,3.1748071979434447
2872.8522336769756,3.1683804627249357
2879.7250859106525,3.1683804627249357
2886.59793814433,3.1619537275064267
2893.4707903780068,3.1555269922879177
2900.3436426116837,3.1555269922879177
2907.2164948453606,3.1491002570694087
2914.0893470790375,3.1426735218508997
2920.962199312715,3.1426735218508997
2927.8350515463917,3.1362467866323906
2934.7079037800686,3.1298200514138816
2941.5807560137455,3.1298200514138816
2948.4536082474224,3.1233933161953726
2955.3264604810993,3.1169665809768636
2962.1993127147766,3.1169665809768636
2969.0721649484535,3.1105398457583546
2975.9450171821304,3.104113110539846
2982.8178694158073,3.097686375321337
2989.690721649484,3.097686375321337
2996.563573883161,3.091259640102828
3003.4364261168384,3.084832904884319
3010.3092783505153,3.084832904884319
3017.1821305841922,3.07840616966581
3024.054982817869,3.071979434447301
3030.927835051546,3.071979434447301
3037.8006872852234,3.065552699228792
3044.6735395189003,3.059125964010283
3051.546391752577,3.052699228791774
3058.419243986254,3.052699228791774
3065.292096219931,3.046272493573265
3072.164948453608,3.039845758354756
3079.037800687285,3.033419023136247
3085.910652920962,3.033419023136247
3092.783505154639,3.026992287917738
3099.656357388316,3.020565552699229
3106.529209621993,3.01413881748072
3113.40206185567,3.007712082262211
3120.274914089347,3.001285347043702
3127.147766323024,2.994858611825193
3134.020618556701,2.994858611825193
3140.8934707903777,2.988431876606684
3147.7663230240546,2.982005141388175
3154.639175257732,2.975578406169666
3161.512027491409,2.969151670951157
3168.3848797250857,2.969151670951157
3175.2577319587626,2.956298200514139
3182.1305841924395,2.94987146529563
3189.0034364261164,2.943444730077121
3195.8762886597938,2.943444730077121
3202.7491408934707,2.930591259640103
3209.6219931271476,2.924164524421594
3216.4948453608245,2.917737789203085
3223.3676975945014,2.904884318766067
3230.2405498281787,2.904884318766067
3237.1134020618556,2.892030848329049
3243.9862542955325,2.892030848329049
3250.8591065292094,2.879177377892031
3257.7319587628863,2.866323907455013
3264.604810996563,2.866323907455013
3271.4776632302405,2.853470437017995
3278.3505154639174,2.840616966580977
3285.2233676975943,2.827763496143959
3292.096219931271,2.82133676092545
3298.969072164948,2.814910025706941
3305.841924398625,2.802056555269923
3312.7147766323023,2.789203084832905
3319.5876288659792,2.782776349614396
3326.460481099656,2.769922879177378
3333.333333333333,2.7570694087403598
3340.20618556701,2.7442159383033418
3347.0790378006873,2.731362467866324
3353.951890034364,2.718508997429306
3360.824742268041,2.699228791773779
3367.697594501718,2.686375321336761
3374.570446735395,2.673521850899743
3381.4432989690717,2.647814910025707
3388.316151202749,2.62853470437018
3395.189003436426,2.615681233933162
3402.061855670103,2.589974293059126
3408.93470790378,2.570694087403599
3415.8075601374567,2.544987146529563
3422.680412371134,2.532133676092545
3429.553264604811,2.512853470437018
3436.426116838488,2.5
3443.2989690721647,2.493573264781491
