time,riedon.riedon_current_mA,bms.pack_voltage_V
2025-11-22 13:17:28.002,72.484,138.7575
2025-11-22 13:17:28.498,72.484,138.7569
2025-11-22 13:17:28.999,72.484,138.7577
2025-11-22 13:17:29.498,72.484,138.7571
2025-11-22 13:17:29.999,72.484,138.7576
2025-11-22 13:17:30.499,72.484,138.7575
2025-11-22 13:17:31.002,72.484,138.7576
2025-11-22 13:17:31.499,72.484,138.7578
2025-11-22 13:17:31.999,72.484,138.7586
2025-11-22 13:17:32.503,72.484,138.7579
2025-11-22 13:17:32.999,72.484,138.7591
2025-11-22 13:17:33.499,72.484,138.7575
2025-11-22 13:17:34.002,72.484,138.7584
2025-11-22 13:17:34.498,72.484,138.758
2025-11-22 13:17:34.999,72.484,138.758
2025-11-22 13:17:35.502,72.484,138.759
2025-11-22 13:17:35.999,72.484,138.7593
2025-11-22 13:17:36.498,72.484,138.7596
2025-11-22 13:17:37.002,72.484,138.7594
2025-11-22 13:17:37.499,72.484,138.7583
2025-11-22 13:17:37.999,72.484,138.7598
2025-11-22 13:17:38.500,72.484,138.7592
2025-11-22 13:17:39.001,72.484,138.7598
2025-11-22 13:17:39.498,72.484,138.7586
2025-11-22 13:17:39.998,72.484,138.7588
2025-11-22 13:17:40.499,72.484,138.7595
2025-11-22 13:17:40.999,72.484,138.7598
2025-11-22 13:17:41.500,72.484,138.7597
2025-11-22 13:17:42.000,72.484,138.7599
2025-11-22 13:17:42.498,72.484,138.76
2025-11-22 13:17:42.998,72.484,138.7597
2025-11-22 13:17:43.501,72.484,138.7592
2025-11-22 13:17:43.999,72.484,138.7598
2025-11-22 13:17:44.500,72.484,138.7603
2025-11-22 13:17:45.001,72.484,137.3717
2025-11-22 13:17:45.499,72.484,137.3516
2025-11-22 13:17:46.000,72.484,137.3307
2025-11-22 13:17:46.499,72.484,137.3132
2025-11-22 13:17:46.998,72.484,137.2961
2025-11-22 13:17:47.500,72.484,137.2817
2025-11-22 13:17:47.999,72.484,137.2692
2025-11-22 13:17:48.498,72.484,137.2565
2025-11-22 13:17:49.000,72.484,137.2431
2025-11-22 13:17:49.500,72.484,137.232
2025-11-22 13:17:49.999,72.484,137.221
2025-11-22 13:17:50.500,72.484,137.21
2025-11-22 13:17:51.000,72.484,137.2006
2025-11-22 13:17:51.499,72.484,137.1908
2025-11-22 13:17:51.998,72.484,137.1806
2025-11-22 13:17:52.500,72.484,137.1718
2025-11-22 13:17:52.999,72.484,137.162
2025-11-22 13:17:53.500,72.484,137.1537
2025-11-22 13:17:53.999,72.484,137.1447
2025-11-22 13:17:54.499,72.484,137.1371
2025-11-22 13:17:54.499,72.484,137.1371
2025-11-22 13:17:54.998,72.484,137.1288
2025-11-22 13:17:55.500,72.484,137.1213
2025-11-22 13:17:55.999,72.484,137.1135
2025-11-22 13:17:56.500,72.484,137.1049
2025-11-22 13:17:57.000,72.484,137.0974
2025-11-22 13:17:57.499,72.484,137.0907
2025-11-22 13:17:58.000,72.484,137.0831
2025-11-22 13:17:58.500,72.484,137.0771
2025-11-22 13:17:58.998,72.484,137.0698
2025-11-22 13:17:59.498,72.484,137.0634
2025-11-22 13:18:00.001,72.484,137.0573
2025-11-22 13:18:00.499,72.484,137.051
2025-11-22 13:18:01.000,72.484,137.0445
2025-11-22 13:18:01.501,72.484,137.0383
2025-11-22 13:18:01.999,72.484,137.0327
2025-11-22 13:18:02.498,72.484,137.027
2025-11-22 13:18:03.001,72.484,137.0209
2025-11-22 13:18:03.499,72.484,137.015
2025-11-22 13:18:04.001,72.484,137.0096
2025-11-22 13:18:04.499,72.484,137.0053
2025-11-22 13:18:04.999,72.484,136.9997
2025-11-22 13:18:05.502,72.484,136.9934
2025-11-22 13:18:05.999,72.484,136.9892
2025-11-22 13:18:06.498,72.484,136.9835
2025-11-22 13:18:07.002,72.484,136.9781
2025-11-22 13:18:07.498,72.484,136.9742
2025-11-22 13:18:07.999,72.484,136.969
2025-11-22 13:18:08.501,72.484,136.9631
2025-11-22 13:18:08.998,72.484,136.9591
2025-11-22 13:18:09.500,72.484,136.9556
2025-11-22 13:18:09.998,72.484,136.9502
2025-11-22 13:18:10.499,72.484,136.945
2025-11-22 13:18:11.001,72.484,136.9413
2025-11-22 13:18:11.500,72.484,136.936
2025-11-22 13:18:11.998,72.484,136.9333
2025-11-22 13:18:12.502,72.484,136.9284
2025-11-22 13:18:12.998,72.484,136.9234
2025-11-22 13:18:13.498,72.484,136.919
2025-11-22 13:18:13.999,72.484,136.9152
2025-11-22 13:18:14.498,72.484,136.9119
2025-11-22 13:18:15.000,72.484,136.907
2025-11-22 13:18:15.499,72.484,136.9038
2025-11-22 13:18:15.998,72.484,136.8987
2025-11-22 13:18:16.499,72.484,136.8949
2025-11-22 13:18:16.999,72.484,136.8919
2025-11-22 13:18:17.500,72.484,136.8893
2025-11-22 13:18:17.999,72.484,136.8837
2025-11-22 13:18:18.499,72.484,136.8798
2025-11-22 13:18:19.000,72.484,136.877
2025-11-22 13:18:19.500,72.484,136.8738
2025-11-22 13:18:19.999,72.484,136.8695
2025-11-22 13:18:20.498,72.484,136.8666
2025-11-22 13:18:21.000,72.484,136.8634
2025-11-22 13:18:21.499,72.484,136.8597
2025-11-22 13:18:21.998,72.484,136.8559
2025-11-22 13:18:22.499,72.484,136.8533
2025-11-22 13:18:22.998,72.484,136.8501
2025-11-22 13:18:23.498,72.484,136.8463
2025-11-22 13:18:23.998,72.484,136.8434
2025-11-22 13:18:24.499,72.484,136.8402
2025-11-22 13:18:25.000,72.484,136.8368
2025-11-22 13:18:25.499,72.484,136.8346
2025-11-22 13:18:25.999,72.484,136.8303
2025-11-22 13:18:26.498,72.484,136.8278
2025-11-22 13:18:26.999,72.484,136.8243
2025-11-22 13:18:27.498,72.484,136.8209
2025-11-22 13:18:28.000,72.484,136.8182
2025-11-22 13:18:28.499,72.484,136.8161
2025-11-22 13:18:28.998,72.484,136.8125
2025-11-22 13:18:29.500,72.484,136.8095
2025-11-22 13:18:29.999,72.484,136.8062
2025-11-22 13:18:30.499,72.484,136.8035
2025-11-22 13:18:31.000,72.484,136.8011
2025-11-22 13:18:31.500,72.484,136.7983
2025-11-22 13:18:31.999,72.484,136.7956
2025-11-22 13:18:32.502,72.484,136.7933
2025-11-22 13:18:32.999,72.484,136.7893
2025-11-22 13:18:33.499,72.484,136.7876
2025-11-22 13:18:34.002,72.484,136.7847
2025-11-22 13:18:34.499,72.484,136.7824
2025-11-22 13:18:34.999,72.484,136.7785
2025-11-22 13:18:35.500,72.484,136.777
2025-11-22 13:18:35.999,72.484,136.7741
2025-11-22 13:18:36.499,72.484,136.7718
2025-11-22 13:18:37.003,72.484,136.7689
2025-11-22 13:18:37.499,72.484,136.7676
2025-11-22 13:18:37.999,72.484,136.764
2025-11-22 13:18:38.502,72.484,136.7614
2025-11-22 13:18:38.999,72.484,136.7603
2025-11-22 13:18:39.499,72.484,136.7567
2025-11-22 13:18:40.002,72.484,136.7542
2025-11-22 13:18:40.498,72.484,136.7508
2025-11-22 13:18:40.999,72.484,136.7498
2025-11-22 13:18:41.502,72.484,136.7474
2025-11-22 13:18:41.999,72.484,136.7449
2025-11-22 13:18:42.498,72.484,136.7426
2025-11-22 13:18:42.998,72.484,136.7398
2025-11-22 13:18:43.499,72.484,136.7381
2025-11-22 13:18:43.999,72.484,136.7358
2025-11-22 13:18:44.498,72.484,136.7327
2025-11-22 13:18:44.998,72.484,136.7307
2025-11-22 13:18:45.498,72.484,136.7283
2025-11-22 13:18:46.002,72.484,136.7264
2025-11-22 13:18:46.499,72.484,136.724
2025-11-22 13:18:46.998,72.484,136.7218
2025-11-22 13:18:47.502,72.484,136.7187
2025-11-22 13:18:47.998,72.484,136.7159
2025-11-22 13:18:48.499,72.484,136.7153
2025-11-22 13:18:49.003,72.484,136.7134
2025-11-22 13:18:49.499,72.484,136.7106
2025-11-22 13:18:49.998,72.484,136.7082
2025-11-22 13:18:50.500,72.484,136.7072
2025-11-22 13:18:50.999,72.484,136.7044
2025-11-22 13:18:51.502,72.484,136.7023
2025-11-22 13:18:52.000,72.484,136.6998
2025-11-22 13:18:52.499,72.484,136.6982
2025-11-22 13:18:53.000,72.484,136.6961
2025-11-22 13:18:53.502,72.484,136.6937
2025-11-22 13:18:54.001,72.484,136.6916
2025-11-22 13:18:54.498,72.484,136.6894
2025-11-22 13:18:55.002,72.484,136.6872
2025-11-22 13:18:55.499,72.484,136.6861
2025-11-22 13:18:55.999,72.484,136.6835
2025-11-22 13:18:56.500,72.484,136.6813
2025-11-22 13:18:56.999,72.484,136.68
2025-11-22 13:18:57.501,72.484,136.6764
2025-11-22 13:18:58.000,72.484,136.6756
2025-11-22 13:18:58.499,72.484,136.674
2025-11-22 13:18:59.000,72.484,136.6724
2025-11-22 13:18:59.500,72.484,136.6699
2025-11-22 13:18:59.999,72.484,136.6686
2025-11-22 13:19:00.501,72.484,136.6658
2025-11-22 13:19:01.000,72.484,136.6632
2025-11-22 13:19:01.499,72.484,136.6621
2025-11-22 13:19:01.999,72.484,136.6611
2025-11-22 13:19:02.500,72.484,136.6587
2025-11-22 13:19:03.000,72.484,136.6573
2025-11-22 13:19:03.499,72.484,136.6536
2025-11-22 13:19:04.000,72.484,136.6527
2025-11-22 13:19:04.500,72.484,136.6511
2025-11-22 13:19:04.999,72.484,136.6493
2025-11-22 13:19:04.999,72.484,138.4239
2025-11-22 13:20:11.501,72.484,138.426
2025-11-22 13:20:11.999,72.484,138.4263
2025-11-22 13:20:12.499,72.484,138.4271
2025-11-22 13:20:13.001,72.484,138.4288
2025-11-22 13:20:13.498,72.484,138.4307
2025-11-22 13:20:13.998,72.484,138.4304
2025-11-22 13:20:14.500,72.484,138.4319
2025-11-22 13:20:14.999,72.484,138.4323
2025-11-22 13:20:15.499,72.484,138.4335
2025-11-22 13:20:16.000,72.484,138.4345
2025-11-22 13:20:16.499,72.484,138.4362
2025-11-22 13:20:16.999,72.484,138.4355
2025-11-22 13:20:17.500,72.484,138.4375
2025-11-22 13:20:17.998,72.484,138.4362
2025-11-22 13:20:18.498,72.484,138.4391
2025-11-22 13:20:18.998,72.484,138.4405
2025-11-22 13:20:19.500,72.484,138.4407
2025-11-22 13:20:19.999,72.484,138.4413
2025-11-22 13:20:20.498,72.484,138.4424
2025-11-22 13:20:21.001,72.484,138.4441
2025-11-22 13:20:21.498,72.484,138.444
2025-11-22 13:20:22.000,72.484,138.4457
2025-11-22 13:20:22.499,72.484,138.447
2025-11-22 13:20:22.999,72.484,138.4473
2025-11-22 13:20:23.500,72.484,138.4481
2025-11-22 13:20:23.999,72.484,138.4492
2025-11-22 13:20:24.499,72.484,138.449
2025-11-22 13:20:24.998,72.484,138.45
2025-11-22 13:20:25.499,72.484,138.4505
2025-11-22 13:20:25.999,72.484,138.4506
2025-11-22 13:20:26.498,72.484,138.4521
2025-11-22 13:20:26.999,72.484,138.4537
2025-11-22 13:20:27.498,72.484,138.4535
2025-11-22 13:20:28.000,72.484,138.4541
2025-11-22 13:20:28.499,72.484,138.4553
2025-11-22 13:20:29.001,72.484,138.4557
2025-11-22 13:20:29.498,72.484,138.4569
2025-11-22 13:20:29.999,72.484,138.4569
2025-11-22 13:20:30.500,72.484,138.4573
2025-11-22 13:20:30.998,72.484,138.4586
2025-11-22 13:20:31.499,72.484,138.4591
2025-11-22 13:20:32.001,72.484,138.4607
2025-11-22 13:20:32.500,72.484,138.4615
2025-11-22 13:20:32.999,72.484,138.4616
2025-11-22 13:20:33.501,72.484,138.4609
2025-11-22 13:20:34.000,72.484,138.4625
2025-11-22 13:20:34.499,72.484,138.4625
2025-11-22 13:20:35.001,72.484,138.4632
2025-11-22 13:20:35.500,72.484,138.4642
2025-11-22 13:20:35.999,72.484,138.465
2025-11-22 13:20:36.501,72.484,138.4652
2025-11-22 13:20:37.000,72.484,138.466
2025-11-22 13:20:37.499,72.484,138.4659
2025-11-22 13:20:38.001,72.484,138.4665
2025-11-22 13:20:38.500,72.484,138.4671
2025-11-22 13:20:38.998,72.484,138.4679
2025-11-22 13:20:39.499,72.484,138.4683
2025-11-22 13:20:39.998,72.484,138.4682
2025-11-22 13:20:40.500,72.484,138.469
2025-11-22 13:20:40.998,72.484,138.4698
2025-11-22 13:20:41.500,72.484,138.4708
2025-11-22 13:20:42.001,72.484,138.4704
2025-11-22 13:20:42.498,72.484,138.4718
2025-11-22 13:20:43.000,72.484,138.4719
2025-11-22 13:20:43.499,72.484,138.4721
2025-11-22 13:20:43.999,72.484,138.4727
2025-11-22 13:20:44.498,72.484,138.4731
2025-11-22 13:20:44.998,72.484,138.4729
2025-11-22 13:20:45.498,72.484,138.4738
2025-11-22 13:20:46.000,72.484,138.4754
2025-11-22 13:20:46.499,72.484,138.4744
2025-11-22 13:20:47.001,72.484,138.4704
2025-11-22 13:20:47.498,72.484,138.4708
2025-11-22 13:20:47.998,72.484,138.4711
2025-11-22 13:20:48.501,72.484,138.4716
2025-11-22 13:20:49.000,72.484,138.4708
2025-11-22 13:20:49.499,72.484,138.473
2025-11-22 13:20:49.999,72.484,138.4735
2025-11-22 13:20:50.500,72.484,138.4738
2025-11-22 13:20:51.001,72.484,138.4738
2025-11-22 13:20:51.499,72.484,138.4737
2025-11-22 13:20:52.001,72.484,138.4738
2025-11-22 13:20:52.499,72.484,138.4752
2025-11-22 13:20:53.000,72.484,138.4761
2025-11-22 13:20:53.501,72.484,138.477
2025-11-22 13:20:54.000,72.484,138.4767
2025-11-22 13:20:54.500,72.484,138.4775
2025-11-22 13:20:55.002,72.484,138.478
2025-11-22 13:20:55.501,72.484,138.4782
2025-11-22 13:20:55.998,72.484,138.4786
2025-11-22 13:20:56.500,72.484,138.4788
2025-11-22 13:20:57.001,72.484,138.4794
2025-11-22 13:20:57.499,72.484,138.4802
2025-11-22 13:20:58.000,72.484,138.4811
2025-11-22 13:20:58.498,72.484,138.4796
2025-11-22 13:20:58.998,72.484,138.4807
2025-11-22 13:20:59.500,72.484,138.4823
2025-11-22 13:20:59.999,72.484,138.4826
2025-11-22 13:21:00.498,72.484,138.4827
2025-11-22 13:21:01.001,72.484,138.4826
2025-11-22 13:21:01.498,72.484,138.4848
2025-11-22 13:21:01.998,72.484,138.483
2025-11-22 13:21:02.500,72.484,138.4851
2025-11-22 13:21:02.999,72.484,138.4844
2025-11-22 13:21:03.499,72.484,138.4838
2025-11-22 13:21:03.998,72.484,138.486
2025-11-22 13:21:04.498,72.484,138.4855
2025-11-22 13:21:04.999,72.484,138.4852
2025-11-22 13:21:05.498,72.484,138.4861
2025-11-22 13:21:05.998,72.484,138.4863
2025-11-22 13:21:06.498,72.484,138.4863
2025-11-22 13:21:07.000,72.484,138.4873
2025-11-22 13:21:07.500,72.484,138.4871
2025-11-22 13:21:07.999,72.484,138.4869
2025-11-22 13:21:08.498,72.484,138.488
2025-11-22 13:21:09.000,72.484,138.4891
2025-11-22 13:21:09.499,72.484,138.4894
2025-11-22 13:21:10.000,72.484,138.4885
2025-11-22 13:21:10.501,72.484,138.4884
2025-11-22 13:21:10.999,72.484,138.49
2025-11-22 13:21:11.498,72.484,138.489
2025-11-22 13:21:11.999,72.484,138.4904
2025-11-22 13:21:12.499,72.484,138.4898
2025-11-22 13:21:13.002,72.484,138.4909
2025-11-22 13:21:13.498,72.484,138.4911
2025-11-22 13:21:13.998,72.484,138.4904
2025-11-22 13:21:14.502,72.484,138.4918
2025-11-22 13:21:14.999,72.484,137.1025
2025-11-22 13:21:15.499,72.484,137.0827
2025-11-22 13:21:16.000,72.484,137.0633
2025-11-22 13:21:16.498,72.484,137.0455
2025-11-22 13:21:16.998,72.484,137.028
2025-11-22 13:21:17.500,72.484,137.0146
2025-11-22 13:21:18.000,72.484,136.9993
2025-11-22 13:21:18.499,72.484,136.988
2025-11-22 13:21:19.000,72.484,136.9753
2025-11-22 13:21:19.501,72.484,136.963
2025-11-22 13:21:19.999,72.484,136.9535
2025-11-22 13:21:20.498,72.484,136.9434
2025-11-22 13:21:20.999,72.484,136.9325
2025-11-22 13:21:21.499,72.484,136.9238
2025-11-22 13:21:22.000,72.484,136.9154
2025-11-22 13:21:22.499,72.484,136.9053
2025-11-22 13:21:22.999,72.484,136.897
2025-11-22 13:21:23.500,72.484,136.8876
2025-11-22 13:21:23.999,72.484,136.8798
2025-11-22 13:21:24.498,72.484,136.8716
2025-11-22 13:21:25.000,72.484,136.8642
2025-11-22 13:21:25.499,72.484,136.8554
2025-11-22 13:21:25.999,72.484,136.849
2025-11-22 13:21:26.500,72.484,136.8411
2025-11-22 13:21:27.001,72.484,136.8356
2025-11-22 13:21:27.499,72.484,136.8277
2025-11-22 13:21:28.000,72.484,136.8217
2025-11-22 13:21:28.498,72.484,136.8149
2025-11-22 13:21:28.998,72.484,136.8089
2025-11-22 13:21:29.498,72.484,136.8023
2025-11-22 13:21:30.000,72.484,136.7969
2025-11-22 13:21:30.499,72.484,136.7907
2025-11-22 13:21:30.998,72.484,136.7839
2025-11-22 13:21:31.500,72.484,136.7792
2025-11-22 13:21:31.999,72.484,136.7728
2025-11-22 13:21:32.500,72.484,136.7671
2025-11-22 13:21:33.001,72.484,136.7616
2025-11-22 13:21:33.499,72.484,136.7563
2025-11-22 13:21:34.000,72.484,136.7505
2025-11-22 13:21:34.502,72.484,136.746
2025-11-22 13:21:34.998,72.484,136.7403
2025-11-22 13:21:35.500,72.484,136.7353
2025-11-22 13:21:35.998,72.484,136.7305
2025-11-22 13:21:36.499,72.484,136.7254
2025-11-22 13:21:36.998,72.484,136.7213
2025-11-22 13:21:37.498,72.484,136.7161
2025-11-22 13:21:37.999,72.484,136.7108
2025-11-22 13:21:38.500,72.484,136.7072
2025-11-22 13:21:39.000,72.484,136.7032
2025-11-22 13:21:39.499,72.484,136.6982
2025-11-22 13:21:40.000,72.484,136.6938
2025-11-22 13:21:40.501,72.484,136.6905
2025-11-22 13:21:40.999,72.484,136.6857
2025-11-22 13:21:41.498,72.484,136.6817
2025-11-22 13:21:41.999,72.484,136.6781
2025-11-22 13:21:42.499,72.484,136.6735
2025-11-22 13:21:43.002,72.484,136.6697
2025-11-22 13:21:43.499,72.484,136.6659
2025-11-22 13:21:43.998,72.484,136.662
2025-11-22 13:21:44.503,72.484,136.6578
2025-11-22 13:21:44.999,72.484,136.6553
2025-11-22 13:21:45.499,72.484,136.651
2025-11-22 13:21:46.002,72.484,136.6477
2025-11-22 13:21:46.499,72.484,136.6426
2025-11-22 13:21:46.999,72.484,136.6406
2025-11-22 13:21:47.502,72.484,136.6371
2025-11-22 13:21:47.999,72.484,136.6328
2025-11-22 13:21:48.498,72.484,136.6299
2025-11-22 13:21:49.003,72.484,136.6267
2025-11-22 13:21:49.499,72.484,136.6229
2025-11-22 13:21:49.999,72.484,136.6197
2025-11-22 13:21:50.498,72.484,136.6165
2025-11-22 13:21:50.999,72.484,136.6128
2025-11-22 13:21:51.499,72.484,136.6101
2025-11-22 13:21:52.001,72.484,136.6064
2025-11-22 13:21:52.500,72.484,136.6043
2025-11-22 13:21:53.000,72.484,136.6006
2025-11-22 13:21:53.498,72.484,136.5975
2025-11-22 13:21:53.998,72.484,136.5961
2025-11-22 13:21:54.499,72.484,136.5926
2025-11-22 13:21:54.998,72.484,136.5884
2025-11-22 13:21:55.499,72.484,136.5869
2025-11-22 13:21:55.999,72.484,136.5835
2025-11-22 13:21:56.502,72.484,136.5796
2025-11-22 13:21:56.999,72.484,136.5775
2025-11-22 13:21:57.499,72.484,136.5747
2025-11-22 13:21:58.002,72.484,136.5719
2025-11-22 13:21:58.499,72.484,136.5689
2025-11-22 13:21:58.998,72.484,136.5658
2025-11-22 13:21:59.503,72.484,136.5636
2025-11-22 13:21:59.999,72.484,136.5606
2025-11-22 13:22:00.499,72.484,136.5587
2025-11-22 13:22:01.003,72.484,136.556
2025-11-22 13:22:01.499,72.484,136.5537
2025-11-22 13:22:01.998,72.484,136.5517
2025-11-22 13:22:02.500,72.484,136.5478
2025-11-22 13:22:02.999,72.484,136.5465
2025-11-22 13:22:03.499,72.484,136.5434
2025-11-22 13:22:03.998,72.484,136.5407
2025-11-22 13:22:04.501,72.484,136.5384
2025-11-22 13:22:04.999,72.484,136.5365
2025-11-22 13:22:05.498,72.484,136.5337
2025-11-22 13:22:05.999,72.484,136.5321
2025-11-22 13:22:06.499,72.484,136.5296
2025-11-22 13:22:07.003,72.484,136.5278
2025-11-22 13:22:07.499,72.484,136.5248
2025-11-22 13:22:07.998,72.484,136.5227
2025-11-22 13:22:08.502,72.484,136.5205
2025-11-22 13:22:08.998,72.484,136.5179
2025-11-22 13:22:09.498,72.484,136.516
2025-11-22 13:22:10.002,72.484,136.513
2025-11-22 13:22:10.498,72.484,136.5112
2025-11-22 13:22:10.998,72.484,136.509
2025-11-22 13:22:11.502,72.484,136.5068
2025-11-22 13:22:11.999,72.484,136.5056
2025-11-22 13:22:12.499,72.484,136.5024
2025-11-22 13:22:13.002,72.484,136.5
2025-11-22 13:22:13.499,72.484,136.4986
2025-11-22 13:22:13.999,72.484,136.4965
2025-11-22 13:22:14.502,72.484,136.4941
2025-11-22 13:22:14.998,72.484,136.4919
2025-11-22 13:22:15.499,72.484,136.4903
2025-11-22 13:22:16.002,72.484,136.4885
2025-11-22 13:22:16.498,72.484,136.4864
2025-11-22 13:22:16.999,72.484,136.4846
2025-11-22 13:22:17.501,72.484,136.4817
2025-11-22 13:22:17.999,72.484,136.4808
2025-11-22 13:22:18.499,72.484,136.478
2025-11-22 13:22:19.002,72.484,136.4756
2025-11-22 13:22:19.499,72.484,136.475
2025-11-22 13:22:19.998,72.484,136.4726
2025-11-22 13:22:20.500,72.484,136.4701
2025-11-22 13:22:20.998,72.484,136.4675
2025-11-22 13:22:21.498,72.484,136.466
2025-11-22 13:22:22.002,72.484,136.4646
2025-11-22 13:22:22.499,72.484,136.4632
2025-11-22 13:22:22.999,72.484,136.4605
2025-11-22 13:22:23.500,72.484,136.4584
2025-11-22 13:22:23.999,72.484,136.457
2025-11-22 13:22:24.498,72.484,136.4552
2025-11-22 13:22:25.000,72.484,136.4535
2025-11-22 13:22:25.498,72.484,136.4517
2025-11-22 13:22:25.999,72.484,136.4507
2025-11-22 13:22:26.500,72.484,136.4489
2025-11-22 13:22:26.999,72.484,136.4469
2025-11-22 13:22:27.501,72.484,136.4448
2025-11-22 13:22:28.000,72.484,136.4433
2025-11-22 13:22:28.498,72.484,136.4411
2025-11-22 13:22:29.001,72.484,136.4397
2025-11-22 13:22:29.500,72.484,136.4369
2025-11-22 13:22:29.999,72.484,136.436
2025-11-22 13:22:30.499,72.484,136.4346
2025-11-22 13:22:31.000,72.484,136.4336
2025-11-22 13:22:31.499,72.484,136.4318
2025-11-22 13:22:31.999,72.484,136.4298
2025-11-22 13:22:32.498,72.484,136.4276
2025-11-22 13:22:33.000,72.484,136.427
2025-11-22 13:22:33.498,72.484,136.4246
2025-11-22 13:22:34.000,72.484,136.4228
2025-11-22 13:22:34.499,72.484,136.4215
2025-11-22 13:22:34.999,72.484,136.4195
2025-11-22 13:22:35.498,72.484,136.4184
2025-11-22 13:22:35.999,72.484,136.4172
2025-11-22 13:22:36.499,72.484,136.4148
2025-11-22 13:22:37.000,72.484,136.4133
2025-11-22 13:22:37.498,72.484,136.4116
2025-11-22 13:22:37.999,72.484,136.4099
2025-11-22 13:22:38.500,72.484,136.4085
2025-11-22 13:22:38.998,72.484,136.4062
2025-11-22 13:22:39.498,72.484,136.4042
2025-11-22 13:22:39.998,72.484,136.404
2025-11-22 13:22:40.500,72.484,136.4016
2025-11-22 13:22:40.998,72.484,136.4002
2025-11-22 13:22:41.500,72.484,136.3986
2025-11-22 13:22:42.001,72.484,136.3963
2025-11-22 13:22:42.499,72.484,136.3953
2025-11-22 13:22:43.000,72.484,136.3932
2025-11-22 13:22:43.498,72.484,136.3929
2025-11-22 13:22:43.998,72.484,136.3916
2025-11-22 13:22:44.500,72.484,136.3889
2025-11-22 13:22:45.000,72.484,136.3878
2025-11-22 13:22:45.499,72.484,136.3873
2025-11-22 13:22:46.000,72.484,136.3854
2025-11-22 13:22:46.500,72.484,136.3845
2025-11-22 13:22:46.998,72.484,136.3815
2025-11-22 13:22:47.500,72.484,136.38
2025-11-22 13:22:48.000,72.484,136.379
2025-11-22 13:22:48.499,72.484,136.3782
2025-11-22 13:22:48.998,72.484,136.3755
2025-11-22 13:22:49.501,72.484,136.3747
2025-11-22 13:22:49.999,72.484,136.3737
2025-11-22 13:22:50.498,72.484,136.3714
2025-11-22 13:22:51.001,72.484,136.3702
2025-11-22 13:22:51.499,72.484,136.3686
2025-11-22 13:22:52.000,72.484,136.3671
2025-11-22 13:22:52.498,72.484,136.3647
2025-11-22 13:22:52.998,72.484,136.3643
2025-11-22 13:22:53.500,72.484,136.3623
2025-11-22 13:22:53.999,72.484,136.3614
2025-11-22 13:22:54.499,72.484,136.3609
2025-11-22 13:22:55.002,72.484,136.3578
2025-11-22 13:22:55.499,72.484,136.3568
2025-11-22 13:22:55.998,72.484,136.3557
2025-11-22 13:22:56.502,72.484,136.354
2025-11-22 13:22:56.999,72.484,136.3534
2025-11-22 13:22:57.499,72.484,136.3517
2025-11-22 13:22:58.002,72.484,136.35
2025-11-22 13:22:58.498,72.484,136.3492
2025-11-22 13:22:58.999,72.484,136.3475
2025-11-22 13:22:59.503,72.484,136.3453
2025-11-22 13:22:59.998,72.484,136.3438
2025-11-22 13:23:00.498,72.484,136.3432
2025-11-22 13:23:01.002,72.484,136.342
2025-11-22 13:23:01.499,72.484,136.3395
2025-11-22 13:23:01.999,72.484,136.339
2025-11-22 13:23:02.502,72.484,136.3373
2025-11-22 13:23:02.998,72.484,136.3358
2025-11-22 13:23:03.499,72.484,136.3351
2025-11-22 13:23:04.002,72.484,136.3338
2025-11-22 13:23:04.499,72.484,136.333
2025-11-22 13:23:04.999,72.484,136.3304
2025-11-22 13:23:05.502,72.484,136.3304
2025-11-22 13:23:05.999,72.484,136.3275
2025-11-22 13:23:06.499,72.484,136.3272
2025-11-22 13:23:07.002,72.484,136.3257
2025-11-22 13:23:07.498,72.484,136.3243
2025-11-22 13:23:07.998,72.484,136.322
2025-11-22 13:23:08.502,72.484,136.3219
2025-11-22 13:23:08.999,72.484,136.3207
2025-11-22 13:23:09.499,72.484,136.3181
2025-11-22 13:23:10.000,72.484,136.317
2025-11-22 13:23:10.501,72.484,136.3155
2025-11-22 13:23:10.999,72.484,136.3149
2025-11-22 13:23:11.500,72.484,136.3136
2025-11-22 13:23:11.999,72.484,136.3113
2025-11-22 13:23:12.499,72.484,136.3111
2025-11-22 13:23:13.000,72.484,136.3097
2025-11-22 13:23:13.500,72.484,136.3069
2025-11-22 13:23:13.998,72.484,136.3075
2025-11-22 13:23:14.500,72.484,136.306
2025-11-22 13:23:15.000,72.484,136.3034
2025-11-22 13:23:15.498,72.484,136.3034
2025-11-22 13:23:15.998,72.484,136.3025
2025-11-22 13:23:15.998,72.484,136.3025
2025-11-22 13:23:16.500,72.484,136.3001
2025-11-22 13:23:16.998,72.484,136.2996
2025-11-22 13:23:17.500,72.484,136.2983
2025-11-22 13:23:17.999,72.484,136.297
2025-11-22 13:23:18.502,72.484,136.2957
2025-11-22 13:23:19.000,72.484,136.2941
2025-11-22 13:23:19.000,72.484,136.2941
2025-11-22 13:23:19.499,72.484,136.2934
2025-11-22 13:23:19.998,72.484,136.2913
2025-11-22 13:23:20.500,72.484,136.2901
2025-11-22 13:23:20.999,72.484,136.2891
2025-11-22 13:23:21.498,72.484,136.2873
2025-11-22 13:23:22.000,72.484,136.2858
2025-11-22 13:23:22.498,72.484,136.2855
2025-11-22 13:23:22.998,72.484,136.2843
2025-11-22 13:23:23.500,72.484,136.2837
2025-11-22 13:23:23.998,72.484,136.2815
